1.00000000e+00	1.00000000e+00
1.01792844e+00	9.99820732e-01
1.03617830e+00	9.99638282e-01
1.05475535e+00	9.99452596e-01
1.07366547e+00	9.99263617e-01
1.09291461e+00	9.99071285e-01
1.11250886e+00	9.98875544e-01
1.13245440e+00	9.98676333e-01
1.15275754e+00	9.98473591e-01
1.17342467e+00	9.98267256e-01
1.19446234e+00	9.98057266e-01
1.21587718e+00	9.97843557e-01
1.23767596e+00	9.97626063e-01
1.25986555e+00	9.97404718e-01
1.28245297e+00	9.97179456e-01
1.30544534e+00	9.96950207e-01
1.32884994e+00	9.96716902e-01
1.35267414e+00	9.96479470e-01
1.37692547e+00	9.96237840e-01
1.40161158e+00	9.95991938e-01
1.42674029e+00	9.95741690e-01
1.45231951e+00	9.95487019e-01
1.47835732e+00	9.95227850e-01
1.50486196e+00	9.94964103e-01
1.53184178e+00	9.94695700e-01
1.55930530e+00	9.94422559e-01
1.58726121e+00	9.94144598e-01
1.61571832e+00	9.93861733e-01
1.64468562e+00	9.93573880e-01
1.67417226e+00	9.93280952e-01
1.70418754e+00	9.92982860e-01
1.73474096e+00	9.92679517e-01
1.76584215e+00	9.92370829e-01
1.79750094e+00	9.92056707e-01
1.82972732e+00	9.91737054e-01
1.86253146e+00	9.91411777e-01
1.89592374e+00	9.91080777e-01
1.92991468e+00	9.90743957e-01
1.96451503e+00	9.90401215e-01
1.99973571e+00	9.90052450e-01
2.03558785e+00	9.89697559e-01
2.07208275e+00	9.89336436e-01
2.10923195e+00	9.88968973e-01
2.14704718e+00	9.88595063e-01
2.18554038e+00	9.88214595e-01
2.22472369e+00	9.87827455e-01
2.26460951e+00	9.87433531e-01
2.30521041e+00	9.87032705e-01
2.34653923e+00	9.86624861e-01
2.38860901e+00	9.86209877e-01
2.43143303e+00	9.85787633e-01
2.47502482e+00	9.85358004e-01
2.51939814e+00	9.84920865e-01
2.56456700e+00	9.84476088e-01
2.61054568e+00	9.84023543e-01
2.65734868e+00	9.83563098e-01
2.70499078e+00	9.83094619e-01
2.75348703e+00	9.82617971e-01
2.80285274e+00	9.82133014e-01
2.85310351e+00	9.81639609e-01
2.90425519e+00	9.81137612e-01
2.95632394e+00	9.80626879e-01
3.00932620e+00	9.80107262e-01
3.06327871e+00	9.79578612e-01
3.11819850e+00	9.79040778e-01
3.17410292e+00	9.78493603e-01
3.23100962e+00	9.77936933e-01
3.28893657e+00	9.77370609e-01
3.34790205e+00	9.76794467e-01
3.40792470e+00	9.76208345e-01
3.46902345e+00	9.75612076e-01
3.53121762e+00	9.75005491e-01
3.59452682e+00	9.74388418e-01
3.65897106e+00	9.73760683e-01
3.72457069e+00	9.73122109e-01
3.79134641e+00	9.72472517e-01
3.85931932e+00	9.71811724e-01
3.92851088e+00	9.71139545e-01
3.99894293e+00	9.70455792e-01
4.07063772e+00	9.69760275e-01
4.14361788e+00	9.69052801e-01
4.21790646e+00	9.68333172e-01
4.29352693e+00	9.67601191e-01
4.37050315e+00	9.66856655e-01
4.44885943e+00	9.66099359e-01
4.52862051e+00	9.65329095e-01
4.60981159e+00	9.64545652e-01
4.69245830e+00	9.63748816e-01
4.77658674e+00	9.62938370e-01
4.86222346e+00	9.62114094e-01
4.94939552e+00	9.61275765e-01
5.03813043e+00	9.60423156e-01
5.12845623e+00	9.59556038e-01
5.22040142e+00	9.58674177e-01
5.31399505e+00	9.57777339e-01
5.40926667e+00	9.56865284e-01
5.50624635e+00	9.55937769e-01
5.60496473e+00	9.54994548e-01
5.70545298e+00	9.54035373e-01
5.80774282e+00	9.53059990e-01
5.91186656e+00	9.52068145e-01
6.01785708e+00	9.51059578e-01
6.12574784e+00	9.50034026e-01
6.23557291e+00	9.48991223e-01
6.34736698e+00	9.47930900e-01
6.46116533e+00	9.46852784e-01
6.57700392e+00	9.45756598e-01
6.69491930e+00	9.44642063e-01
6.81494873e+00	9.43508894e-01
6.93713010e+00	9.42356806e-01
7.06150198e+00	9.41185508e-01
7.18810366e+00	9.39994705e-01
7.31697511e+00	9.38784101e-01
7.44815703e+00	9.37553393e-01
7.58169083e+00	9.36302278e-01
7.71761868e+00	9.35030447e-01
7.85598350e+00	9.33737588e-01
7.99682899e+00	9.32423387e-01
8.14019962e+00	9.31087523e-01
8.28614066e+00	9.29729675e-01
8.43469820e+00	9.28349517e-01
8.58591914e+00	9.26946719e-01
8.73985123e+00	9.25520949e-01
8.89654309e+00	9.24071868e-01
9.05604418e+00	9.22599138e-01
9.21840488e+00	9.21102415e-01
9.38367645e+00	9.19581352e-01
9.55191109e+00	9.18035598e-01
9.72316191e+00	9.16464800e-01
9.89748298e+00	9.14868601e-01
1.00749294e+01	9.13246639e-01
1.02555571e+01	9.11598551e-01
1.04394232e+01	9.09923971e-01
1.06265857e+01	9.08222527e-01
1.08171037e+01	9.06493846e-01
1.10110375e+01	9.04737552e-01
1.12084482e+01	9.02953266e-01
1.14093981e+01	9.01140603e-01
1.16139507e+01	8.99299180e-01
1.18221707e+01	8.97428608e-01
1.20341237e+01	8.95528495e-01
1.22498767e+01	8.93598449e-01
1.24694979e+01	8.91638071e-01
1.26930564e+01	8.89646964e-01
1.29206231e+01	8.87624726e-01
1.31522696e+01	8.85570954e-01
1.33880692e+01	8.83485241e-01
1.36280964e+01	8.81367180e-01
1.38724268e+01	8.79216360e-01
1.41211377e+01	8.77032370e-01
1.43743076e+01	8.74814797e-01
1.46320165e+01	8.72563224e-01
1.48943456e+01	8.70277236e-01
1.51613779e+01	8.67956415e-01
1.54331977e+01	8.65600341e-01
1.57098908e+01	8.63208595e-01
1.59915445e+01	8.60780756e-01
1.62782479e+01	8.58316403e-01
1.65700914e+01	8.55815114e-01
1.68671672e+01	8.53276467e-01
1.71695691e+01	8.50700041e-01
1.74773926e+01	8.48085412e-01
1.77907349e+01	8.45432161e-01
1.81096950e+01	8.42739866e-01
1.84343735e+01	8.40008108e-01
1.87648729e+01	8.37236468e-01
1.91012977e+01	8.34424530e-01
1.94437541e+01	8.31571877e-01
1.97923502e+01	8.28678097e-01
2.01471961e+01	8.25742778e-01
2.05084038e+01	8.22765512e-01
2.08760874e+01	8.19745893e-01
2.12503629e+01	8.16683519e-01
2.16313487e+01	8.13577990e-01
2.20191649e+01	8.10428913e-01
2.24139341e+01	8.07235896e-01
2.28157808e+01	8.03998554e-01
2.32248321e+01	8.00716505e-01
2.36412170e+01	7.97389374e-01
2.40650670e+01	7.94016791e-01
2.44965160e+01	7.90598394e-01
2.49357002e+01	7.87133824e-01
2.53827583e+01	7.83622733e-01
2.58378314e+01	7.80064778e-01
2.63010633e+01	7.76459626e-01
2.67726002e+01	7.72806951e-01
2.72525910e+01	7.69106436e-01
2.77411873e+01	7.65357776e-01
2.82385434e+01	7.61560673e-01
2.87448163e+01	7.57714841e-01
2.92601659e+01	7.53820006e-01
2.97847549e+01	7.49875903e-01
3.03187489e+01	7.45882283e-01
3.08623166e+01	7.41838907e-01
3.14156297e+01	7.37745550e-01
3.19788627e+01	7.33602003e-01
3.25521937e+01	7.29408070e-01
3.31358036e+01	7.25163570e-01
3.37298767e+01	7.20868339e-01
3.43346006e+01	7.16522230e-01
3.49501663e+01	7.12125113e-01
3.55767681e+01	7.07676875e-01
3.62146038e+01	7.03177424e-01
3.68638750e+01	6.98626685e-01
3.75247866e+01	6.94024604e-01
3.81975473e+01	6.89371151e-01
3.88823695e+01	6.84666312e-01
3.95794696e+01	6.79910100e-01
4.02890675e+01	6.75102549e-01
4.10113875e+01	6.70243718e-01
4.17466575e+01	6.65333690e-01
4.24951097e+01	6.60372574e-01
4.32569805e+01	6.55360505e-01
4.40325105e+01	6.50297645e-01
4.48219445e+01	6.45184185e-01
4.56255318e+01	6.40020342e-01
4.64435262e+01	6.34806366e-01
4.72761859e+01	6.29542534e-01
4.81237740e+01	6.24229157e-01
4.89865579e+01	6.18866575e-01
4.98648102e+01	6.13455162e-01
5.07588083e+01	6.07995327e-01
5.16688343e+01	6.02487511e-01
5.25951756e+01	5.96932190e-01
5.35381248e+01	5.91329878e-01
5.44979796e+01	5.85681123e-01
5.54750431e+01	5.79986512e-01
5.64696238e+01	5.74246669e-01
5.74820358e+01	5.68462257e-01
5.85125987e+01	5.62633980e-01
5.95616380e+01	5.56762578e-01
6.06294850e+01	5.50848837e-01
6.17164768e+01	5.44893581e-01
6.28229566e+01	5.38897676e-01
6.39492739e+01	5.32862032e-01
6.50957843e+01	5.26787602e-01
6.62628499e+01	5.20675382e-01
6.74508391e+01	5.14526411e-01
6.86601271e+01	5.08341776e-01
