0.1	1.22016
0.1	1.21369
0.1	1.20747
0.1	1.20123
0.11	1.19505
0.11	1.18893
0.11	1.18295
0.11	1.17696
0.11	1.17101
0.12	1.16511
0.12	1.15929
0.12	1.15366
0.12	1.14813
0.12	1.14243
0.13	1.13681
0.13	1.13127
0.13	1.12581
0.13	1.12028
0.14	1.11494
0.14	1.10951
0.14	1.10425
0.14	1.09904
0.14	1.09384
0.15	1.0887
0.15	1.08354
0.15	1.07853
0.15	1.0735
0.16	1.0686
0.16	1.06366
0.16	1.0588
0.16	1.05396
0.16	1.04912
0.17	1.04441
0.17	1.03964
0.17	1.03497
0.17	1.03041
0.18	1.0235
0.18	1.01448
0.19	1.00561
0.19	0.996908
0.19	0.988293
0.2	0.979799
0.2	0.971386
0.21	0.963104
0.21	0.954999
0.22	0.94707
0.22	0.939198
0.22	0.93141
0.23	0.923758
0.23	0.916304
0.24	0.908896
0.24	0.901645
0.25	0.894431
0.25	0.887318
0.25	0.88033
0.26	0.873412
0.26	0.866634
0.27	0.859915
0.27	0.853301
0.28	0.84668
0.28	0.840238
0.29	0.833897
0.29	0.827611
0.29	0.821506
0.3	0.815422
0.3	0.809337
0.31	0.803441
0.31	0.797603
0.32	0.791823
0.32	0.786096
0.32	0.780402
0.33	0.774774
0.33	0.769254
0.34	0.763773
0.34	0.758475
0.35	0.753078
0.35	0.745225
0.36	0.734987
0.37	0.725001
0.38	0.715163
0.39	0.705632
0.4	0.696273
0.41	0.687163
0.41	0.678245
0.42	0.669494
0.43	0.660942
0.44	0.65257
0.45	0.644377
0.46	0.636364
0.47	0.628568
0.48	0.620871
0.48	0.61329
0.49	0.605935
0.5	0.59869
0.51	0.591641
0.52	0.584713
0.53	0.577915
0.54	0.571268
0.55	0.564703
0.55	0.558302
0.56	0.551965
0.57	0.545823
0.58	0.539733
0.59	0.533752
0.6	0.52786
0.61	0.52211
0.62	0.516475
0.62	0.510935
0.63	0.50551
0.64	0.500162
0.65	0.49493
0.66	0.489777
0.67	0.484668
0.68	0.479669
0.69	0.474756
0.69	0.469896
0.71	0.462807
0.72	0.453586
0.74	0.444707
0.76	0.436102
0.78	0.42774
0.79	0.419671
0.81	0.411835
0.83	0.404213
0.85	0.396805
0.86	0.389651
0.88	0.382677
0.9	0.375898
0.92	0.369326
0.93	0.362949
0.95	0.356731
0.97	0.3507
0.99	0.344803
1.0	0.339044
1.02	0.333471
1.04	0.328093
1.06	0.322833
1.07	0.317681
1.09	0.312666
1.11	0.307769
1.13	0.303005
1.14	0.298356
1.16	0.293805
1.18	0.289361
1.2	0.285066
1.21	0.280879
1.23	0.276756
